,Unnamed: 0,Filenames,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
2234,2234,007818.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
2235,2235,004810.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
2236,2236,003541.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2237,2237,003968.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2238,2238,005797.jpg,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2239,2239,002630.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2240,2240,004917.jpg,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2241,2241,009139.jpg,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
2242,2242,001965.jpg,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
2243,2243,002673.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2244,2244,003068.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
2245,2245,003182.jpg,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
2246,2246,003978.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,2247,004401.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2248,2248,000642.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2249,2249,000426.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,2250,007240.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
2251,2251,005188.jpg,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
2252,2252,001844.jpg,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2253,2253,005449.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2254,2254,005117.jpg,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2255,2255,005561.jpg,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
2256,2256,007473.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2257,2257,004843.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2258,2258,005053.jpg,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
2259,2259,007741.jpg,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
2260,2260,008291.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,2261,003375.jpg,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1
2262,2262,000252.jpg,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2263,2263,003560.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
2264,2264,005842.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2265,2265,002980.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2266,2266,009329.jpg,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2267,2267,009311.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,2268,003810.jpg,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,2269,007929.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,2270,004319.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2271,2271,007693.jpg,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2272,2272,002239.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2273,2273,007808.jpg,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
2274,2274,004156.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2275,2275,002010.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
2276,2276,000465.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2277,2277,001760.jpg,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
2278,2278,006974.jpg,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
2279,2279,009572.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2280,2280,007722.jpg,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2281,2281,003917.jpg,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
2282,2282,003851.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
2283,2283,001059.jpg,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2284,2284,007774.jpg,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
2285,2285,005459.jpg,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2286,2286,005184.jpg,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2287,2287,003805.jpg,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2288,2288,006566.jpg,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1
2289,2289,006471.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2290,2290,000067.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2291,2291,009260.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2292,2292,006491.jpg,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2293,2293,003287.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
2294,2294,002936.jpg,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0
2295,2295,007755.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2296,2296,003692.jpg,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
2297,2297,005777.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
2298,2298,005939.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2299,2299,002623.jpg,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2300,2300,001613.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2301,2301,006528.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2302,2302,003534.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2303,2303,008234.jpg,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
2304,2304,006441.jpg,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2305,2305,004941.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2306,2306,001983.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,2307,001679.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2308,2308,002050.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2309,2309,005862.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2310,2310,009495.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2311,2311,003643.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
2312,2312,003995.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2313,2313,001031.jpg,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2314,2314,000422.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2315,2315,008210.jpg,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2316,2316,004736.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,2317,007830.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2318,2318,001039.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2319,2319,007598.jpg,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2320,2320,009589.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2321,2321,002076.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2322,2322,008393.jpg,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2323,2323,000778.jpg,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2324,2324,003012.jpg,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2325,2325,009081.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2326,2326,003745.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,2327,000976.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2328,2328,000568.jpg,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0
2329,2329,003676.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2330,2330,006037.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2331,2331,002327.jpg,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2332,2332,000137.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2333,2333,000197.jpg,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2334,2334,004301.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2335,2335,008055.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2336,2336,001979.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2337,2337,005415.jpg,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2338,2338,007610.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,2339,004513.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2340,2340,008986.jpg,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2341,2341,003538.jpg,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2342,2342,002509.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2343,2343,001674.jpg,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
2344,2344,005000.jpg,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,2345,007143.jpg,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
2346,2346,007977.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0
2347,2347,004475.jpg,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
2348,2348,004888.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2349,2349,007643.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2350,2350,004027.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,2351,003815.jpg,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2352,2352,009097.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2353,2353,000678.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2354,2354,003389.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
2355,2355,004353.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2356,2356,001917.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2357,2357,000606.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2358,2358,008677.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2359,2359,008267.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2360,2360,005767.jpg,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2361,2361,008918.jpg,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2362,2362,001942.jpg,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2363,2363,001897.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2364,2364,002601.jpg,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2365,2365,008464.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2366,2366,007044.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2367,2367,008181.jpg,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0
2368,2368,008875.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
2369,2369,000571.jpg,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2370,2370,001063.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
2371,2371,001511.jpg,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
2372,2372,003472.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0
2373,2373,007469.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2374,2374,003333.jpg,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2375,2375,000076.jpg,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
2376,2376,004288.jpg,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0
2377,2377,001116.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2378,2378,009547.jpg,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0
2379,2379,006193.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
2380,2380,002164.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
2381,2381,000985.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2382,2382,008058.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2383,2383,006713.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
2384,2384,005118.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2385,2385,002758.jpg,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
2386,2386,004225.jpg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2387,2387,004285.jpg,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
2388,2388,000504.jpg,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
2389,2389,007333.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
2390,2390,009154.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2391,2391,005232.jpg,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2392,2392,007094.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2393,2393,000944.jpg,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,2394,008038.jpg,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
2395,2395,006191.jpg,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
2396,2396,009047.jpg,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2397,2397,004847.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2398,2398,003782.jpg,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
2399,2399,008934.jpg,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
2400,2400,001285.jpg,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
2401,2401,004713.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2402,2402,009850.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
2403,2403,005684.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2404,005323.jpg,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2405,2405,003020.jpg,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
2406,2406,001912.jpg,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2407,2407,005982.jpg,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
2408,2408,005099.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
2409,2409,002802.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2410,2410,006360.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2411,004374.jpg,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2412,2412,003943.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2413,2413,002663.jpg,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
2414,2414,004640.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2415,007545.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2416,2416,000856.jpg,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2417,2417,009725.jpg,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2418,2418,001822.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,2419,005447.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2420,2420,008554.jpg,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
2421,2421,001032.jpg,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2422,2422,009132.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2423,2423,000284.jpg,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
2424,2424,005595.jpg,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
2425,2425,009261.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2426,2426,003125.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2427,2427,003318.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2428,2428,008593.jpg,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2429,2429,009219.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2430,2430,003128.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2431,2431,005147.jpg,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2432,2432,004739.jpg,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2433,2433,000668.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,2434,001848.jpg,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
2435,2435,006653.jpg,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2436,2436,002149.jpg,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2437,2437,002424.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
2438,2438,003278.jpg,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0
2439,2439,006118.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2440,2440,000412.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
2441,2441,008763.jpg,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
2442,2442,001814.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2443,2443,007267.jpg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2444,2444,007206.jpg,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2445,2445,001991.jpg,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
2446,2446,005737.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2447,2447,001183.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
2448,2448,001764.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1
2449,2449,003547.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
2450,2450,000652.jpg,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
2451,2451,004410.jpg,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
2452,2452,001245.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2453,2453,004741.jpg,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0
2454,2454,008544.jpg,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2455,2455,004838.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
2456,2456,003400.jpg,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
2457,2457,003733.jpg,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1
2458,2458,006312.jpg,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2459,2459,000124.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2460,2460,006894.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
2461,2461,003523.jpg,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2462,2462,007744.jpg,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
2463,2463,009277.jpg,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2464,2464,000057.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2465,007866.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2466,2466,004900.jpg,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2467,2467,005703.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2468,2468,004569.jpg,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
2469,2469,006015.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2470,2470,006982.jpg,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2471,2471,005619.jpg,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2472,2472,003728.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2473,2473,005321.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2474,2474,001489.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2475,2475,003738.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2476,2476,001530.jpg,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2477,2477,006967.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2478,2478,009616.jpg,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2479,2479,004822.jpg,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2480,2480,002455.jpg,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2481,2481,000022.jpg,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
2482,2482,008431.jpg,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
2483,2483,003139.jpg,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2484,2484,006999.jpg,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
2485,2485,003346.jpg,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2486,2486,000561.jpg,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2487,2487,004635.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2488,2488,004598.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,2489,007155.jpg,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2490,2490,000547.jpg,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
2491,2491,005537.jpg,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2492,2492,000894.jpg,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2493,2493,008161.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2494,2494,003480.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,2495,001516.jpg,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
